name_cn,adcode,citycode
祁门县,341024,559
滁州市,341100,550
滁州市市辖区,341101,550
琅琊区,341102,550
南谯区,341103,550
来安县,341122,550
全椒县,341124,550
定远县,341125,550
凤阳县,341126,550
天长市,341181,550
明光市,341182,550
阜阳市,341200,1558
阜阳市市辖区,341201,1558
颍州区,341202,1558
颍东区,341203,1558
颍泉区,341204,1558
临泉县,341221,1558
太和县,341222,1558
阜南县,341225,1558
颍上县,341226,1558
界首市,341282,1558
宿州市,341300,557
宿州市市辖区,341301,557
埇桥区,341302,557
砀山县,341321,557
萧县,341322,557
灵璧县,341323,557
泗县,341324,557
六安市,341500,564
六安市市辖区,341501,564
金安区,341502,564
裕安区,341503,564
叶集区,341504,564
霍邱县,341522,564
舒城县,341523,564
金寨县,341524,564
霍山县,341525,564
亳州市,341600,558
亳州市市辖区,341601,558
谯城区,341602,558
涡阳县,341621,558
蒙城县,341622,558
利辛县,341623,558
池州市,341700,566
池州市市辖区,341701,566
贵池区,341702,566
东至县,341721,566
石台县,341722,566
青阳县,341723,566
宣城市,341800,563
宣城市市辖区,341801,563
宣州区,341802,563
郎溪县,341821,563
广德市,341882,563
泾县,341823,563
绩溪县,341824,563
旌德县,341825,563
宁国市,341881,563
福建省,350000,
福州市,350100,591
福州市市辖区,350101,591
鼓楼区,350102,591
台江区,350103,591
仓山区,350104,591
马尾区,350105,591
晋安区,350111,591
长乐区,350112,591
闽侯县,350121,591
连江县,350122,591
罗源县,350123,591
闽清县,350124,591
永泰县,350125,591
平潭县,350128,591
福清市,350181,591
厦门市,350200,592
厦门市市辖区,350201,592
思明区,350203,592
海沧区,350205,592
湖里区,350206,592
集美区,350211,592
同安区,350212,592
翔安区,350213,592
莆田市,350300,594
莆田市市辖区,350301,594
城厢区,350302,594
涵江区,350303,594
荔城区,350304,594
秀屿区,350305,594
仙游县,350322,594
三明市,350400,598
三明市市辖区,350401,598
梅列区,350402,598
三元区,350403,598
明溪县,350421,598
清流县,350423,598
宁化县,350424,598
大田县,350425,598
尤溪县,350426,598
沙县,350427,598
将乐县,350428,598
泰宁县,350429,598
建宁县,350430,598
永安市,350481,598
泉州市,350500,595
泉州市市辖区,350501,595
鲤城区,350502,595
丰泽区,350503,595
洛江区,350504,595
泉港区,350505,595
惠安县,350521,595
安溪县,350524,595
永春县,350525,595
德化县,350526,595
金门县,350527,595
石狮市,350581,595
晋江市,350582,595
南安市,350583,595
漳州市,350600,596
漳州市市辖区,350601,596
芗城区,350602,596
龙文区,350603,596
云霄县,350622,596
漳浦县,350623,596
诏安县,350624,596
长泰县,350625,596
东山县,350626,596
南靖县,350627,596
平和县,350628,596
华安县,350629,596
龙海市,350681,596
南平市,350700,599
南平市市辖区,350701,599
延平区,350702,599
建阳区,350703,599
顺昌县,350721,599
浦城县,350722,599
光泽县,350723,599
松溪县,350724,599
政和县,350725,599
邵武市,350781,599
武夷山市,350782,599
建瓯市,350783,599
龙岩市,350800,597
龙岩市市辖区,350801,597
新罗区,350802,597
永定区,350803,597
长汀县,350821,597
上杭县,350823,597
武平县,350824,597
连城县,350825,597
漳平市,350881,597
宁德市,350900,593
宁德市市辖区,350901,593
蕉城区,350902,593
霞浦县,350921,593
古田县,350922,593
屏南县,350923,593
寿宁县,350924,593
周宁县,350925,593
柘荣县,350926,593
福安市,350981,593
福鼎市,350982,593
江西省,360000,
南昌市,360100,791
南昌市市辖区,360101,791
东湖区,360102,791
西湖区,360103,791
青云谱区,360104,791
青山湖区,360111,791
红谷滩区,360113,791
新建区,360112,791
南昌县,360121,791
安义县,360123,791
进贤县,360124,791
景德镇市,360200,798
景德镇市市辖区,360201,798
昌江区,360202,798
珠山区,360203,798
浮梁县,360222,798
乐平市,360281,798
萍乡市,360300,799
萍乡市市辖区,360301,799
安源区,360302,799
湘东区,360313,799
莲花县,360321,799
上栗县,360322,799
芦溪县,360323,799
九江市,360400,792
九江市市辖区,360401,792
濂溪区,360402,792
浔阳区,360403,792
柴桑区,360404,792
武宁县,360423,792
修水县,360424,792
永修县,360425,792
德安县,360426,792
都昌县,360428,792
湖口县,360429,792
彭泽县,360430,792
瑞昌市,360481,792
共青城市,360482,792
庐山市,360483,792
新余市,360500,790
新余市市辖区,360501,790
渝水区,360502,790
分宜县,360521,790
鹰潭市,360600,701
鹰潭市市辖区,360601,701
月湖区,360602,701
余江区,360603,701
贵溪市,360681,701
赣州市,360700,797
赣州市市辖区,360701,797
章贡区,360702,797
南康区,360703,797
赣县区,360704,797
信丰县,360722,797
大余县,360723,797
上犹县,360724,797
崇义县,360725,797
安远县,360726,797
龙南市,360783,797
定南县,360728,797
全南县,360729,797
宁都县,360730,797
于都县,360731,797
兴国县,360732,797
会昌县,360733,797
寻乌县,360734,797
石城县,360735,797
瑞金市,360781,797
吉安市,360800,796
吉安市市辖区,360801,796
吉州区,360802,796
青原区,360803,796
吉安县,360821,796
吉水县,360822,796
峡江县,360823,796
新干县,360824,796
永丰县,360825,796
泰和县,360826,796
遂川县,360827,796
万安县,360828,796
安福县,360829,796
永新县,360830,796
井冈山市,360881,796
宜春市,360900,795
宜春市市辖区,360901,795
袁州区,360902,795
奉新县,360921,795
万载县,360922,795
上高县,360923,795
宜丰县,360924,795
靖安县,360925,795
铜鼓县,360926,795
丰城市,360981,795
樟树市,360982,795
高安市,360983,795
抚州市,361000,794
抚州市市辖区,361001,794
临川区,361002,794
东乡区,361003,794
南城县,361021,794
黎川县,361022,794
南丰县,361023,794
崇仁县,361024,794
乐安县,361025,794
宜黄县,361026,794
金溪县,361027,794
资溪县,361028,794
广昌县,361030,794
上饶市,361100,793
上饶市市辖区,361101,793
信州区,361102,793
广丰区,361103,793
广信区,361104,793
玉山县,361123,793
铅山县,361124,793
横峰县,361125,793
弋阳县,361126,793
余干县,361127,793
鄱阳县,361128,793
万年县,361129,793
婺源县,361130,793
德兴市,361181,793
山东省,370000,
济南市,370100,531
济南市市辖区,370101,531
历下区,370102,531
市中区,370103,531
槐荫区,370104,531
天桥区,370105,531
历城区,370112,531
长清区,370113,531
章丘区,370114,531
平阴县,370124,531
济阳区,370115,531
商河县,370126,531
青岛市,370200,532
青岛市市辖区,370201,532
市南区,370202,532
市北区,370203,532
黄岛区,370211,532
崂山区,370212,532
李沧区,370213,532
城阳区,370214,532
即墨区,370215,532
胶州市,370281,532
平度市,370283,532
莱西市,370285,532
淄博市,370300,533
淄博市市辖区,370301,533
淄川区,370302,533
张店区,370303,533
博山区,370304,533
临淄区,370305,533
周村区,370306,533
桓台县,370321,533
高青县,370322,533
沂源县,370323,533
枣庄市,370400,632
枣庄市市辖区,370401,632
市中区,370402,632
薛城区,370403,632
峄城区,370404,632
台儿庄区,370405,632
山亭区,370406,632
滕州市,370481,632
东营市,370500,546
东营市市辖区,370501,546
东营区,370502,546
河口区,370503,546
垦利区,370505,546
利津县,370522,546
广饶县,370523,546
烟台市,370600,535
烟台市市辖区,370601,535
芝罘区,370602,535
福山区,370611,535
牟平区,370612,535
莱山区,370613,535
蓬莱区,370614,535
龙口市,370681,535
莱阳市,370682,535
莱州市,370683,535
招远市,370685,535
栖霞市,370686,535
海阳市,370687,535
潍坊市,370700,536
潍坊市市辖区,370701,536
潍城区,370702,536
寒亭区,370703,536
坊子区,370704,536
奎文区,370705,536
临朐县,370724,536
昌乐县,370725,536
青州市,370781,536
诸城市,370782,536
寿光市,370783,536
安丘市,370784,536
高密市,370785,536
昌邑市,370786,536
济宁市,370800,537
济宁市市辖区,370801,537
任城区,370811,537
兖州区,370812,537
微山县,370826,537
鱼台县,370827,537
金乡县,370828,537
嘉祥县,370829,537
汶上县,370830,537
泗水县,370831,537
梁山县,370832,537
曲阜市,370881,537
邹城市,370883,537
泰安市,370900,538
泰安市市辖区,370901,538
泰山区,370902,538
岱岳区,370911,538
宁阳县,370921,538
东平县,370923,538
新泰市,370982,538
肥城市,370983,538
威海市,371000,631
威海市市辖区,371001,631
环翠区,371002,631
文登区,371003,631
荣成市,371082,631
乳山市,371083,631
日照市,371100,633
日照市市辖区,371101,633
东港区,371102,633
岚山区,371103,633
五莲县,371121,633
莒县,371122,633
莱芜区,370116,531
钢城区,370117,531
临沂市,371300,539
临沂市市辖区,371301,539
兰山区,371302,539
罗庄区,371311,539
河东区,371312,539
沂南县,371321,539
郯城县,371322,539
沂水县,371323,539
兰陵县,371324,539
费县,371325,539
平邑县,371326,539
莒南县,371327,539
蒙阴县,371328,539
临沭县,371329,539
德州市,371400,534
德州市市辖区,371401,534
德城区,371402,534
陵城区,371403,534
宁津县,371422,534
庆云县,371423,534
临邑县,371424,534
齐河县,371425,534
平原县,371426,534
夏津县,371427,534
武城县,371428,534
乐陵市,371481,534
禹城市,371482,534
聊城市,371500,635
聊城市市辖区,371501,635
东昌府区,371502,635
阳谷县,371521,635
莘县,371522,635
茌平区,371503,635
东阿县,371524,635
冠县,371525,635
高唐县,371526,635
临清市,371581,635
滨州市,371600,543
滨州市市辖区,371601,543
滨城区,371602,543
沾化区,371603,543
惠民县,371621,543
阳信县,371622,543
无棣县,371623,543
博兴县,371625,543
邹平市,371681,543
菏泽市,371700,530
菏泽市市辖区,371701,530
牡丹区,371702,530
定陶区,371703,530
曹县,371721,530
单县,371722,530
成武县,371723,530
巨野县,371724,530
郓城县,371725,530
鄄城县,371726,530
东明县,371728,530
河南省,410000,
郑州市,410100,371
郑州市市辖区,410101,371
中原区,410102,371
二七区,410103,371
管城回族区,410104,371
金水区,410105,371
上街区,410106,371
惠济区,410108,371
中牟县,410122,371
巩义市,410181,371
荥阳市,410182,371
新密市,410183,371
新郑市,410184,371
登封市,410185,371
开封市,410200,378
开封市市辖区,410201,378
龙亭区,410202,378
顺河回族区,410203,378
鼓楼区,410204,378
禹王台区,410205,378
祥符区,410212,378
杞县,410221,378
通许县,410222,378
尉氏县,410223,378
兰考县,410225,378
洛阳市,410300,379
洛阳市市辖区,410301,379
老城区,410302,379
西工区,410303,379
瀍河回族区,410304,379
涧西区,410305,379
吉利区,410306,379
洛龙区,410311,379
孟津县,410322,379
新安县,410323,379
栾川县,410324,379
嵩县,410325,379
汝阳县,410326,379
宜阳县,410327,379
洛宁县,410328,379
伊川县,410329,379
偃师市,410381,379
平顶山市,410400,375
平顶山市市辖区,410401,375
新华区,410402,375
卫东区,410403,375
石龙区,410404,375
湛河区,410411,375
宝丰县,410421,375
叶县,410422,375
鲁山县,410423,375
郏县,410425,375
舞钢市,410481,375
汝州市,410482,375
安阳市,410500,372
安阳市市辖区,410501,372
文峰区,410502,372
北关区,410503,372
殷都区,410505,372
龙安区,410506,372
安阳县,410522,372
汤阴县,410523,372
滑县,410526,372
内黄县,410527,372
林州市,410581,372
鹤壁市,410600,392
鹤壁市市辖区,410601,392
鹤山区,410602,392
山城区,410603,392
淇滨区,410611,392
浚县,410621,392
淇县,410622,392
新乡市,410700,373
新乡市市辖区,410701,373
红旗区,410702,373
卫滨区,410703,373
凤泉区,410704,373
牧野区,410711,373
新乡县,410721,373
获嘉县,410724,373
原阳县,410725,373
延津县,410726,373
封丘县,410727,373
长垣市,410783,373
卫辉市,410781,373
辉县市,410782,373
焦作市,410800,391
焦作市市辖区,410801,391
解放区,410802,391
中站区,410803,391
马村区,410804,391
山阳区,410811,391
修武县,410821,391
博爱县,410822,391
武陟县,410823,391
温县,410825,391
沁阳市,410882,391
孟州市,410883,391
濮阳市,410900,393
濮阳市市辖区,410901,393
华龙区,410902,393
清丰县,410922,393
南乐县,410923,393
范县,410926,393
台前县,410927,393
濮阳县,410928,393
许昌市,411000,374
许昌市市辖区,411001,374
魏都区,411002,374
建安区,411003,374
鄢陵县,411024,374
襄城县,411025,374
禹州市,411081,374
长葛市,411082,374
漯河市,411100,395
漯河市市辖区,411101,395
源汇区,411102,395
郾城区,411103,395
召陵区,411104,395
舞阳县,411121,395
临颍县,411122,395
三门峡市,411200,398
三门峡市市辖区,411201,398
湖滨区,411202,398
陕州区,411203,398
渑池县,411221,398
卢氏县,411224,398
义马市,411281,398
灵宝市,411282,398
南阳市,411300,377
南阳市市辖区,411301,377
宛城区,411302,377
卧龙区,411303,377
南召县,411321,377
方城县,411322,377
西峡县,411323,377
镇平县,411324,377
内乡县,411325,377
淅川县,411326,377
社旗县,411327,377
唐河县,411328,377
新野县,411329,377
桐柏县,411330,377
邓州市,411381,377
商丘市,411400,370
商丘市市辖区,411401,370
梁园区,411402,370
睢阳区,411403,370
民权县,411421,370
睢县,411422,370
宁陵县,411423,370
柘城县,411424,370
虞城县,411425,370
夏邑县,411426,370
永城市,411481,370
信阳市,411500,376
信阳市市辖区,411501,376
浉河区,411502,376
平桥区,411503,376
罗山县,411521,376
光山县,411522,376
新县,411523,376
商城县,411524,376
固始县,411525,376
潢川县,411526,376
淮滨县,411527,376
息县,411528,376
周口市,411600,394
周口市市辖区,411601,394
川汇区,411602,394
扶沟县,411621,394
西华县,411622,394
商水县,411623,394
沈丘县,411624,394
郸城县,411625,394
淮阳区,411603,394
太康县,411627,394
鹿邑县,411628,394
项城市,411681,394
驻马店市,411700,396
驻马店市市辖区,411701,396
驿城区,411702,396
西平县,411721,396
上蔡县,411722,396
平舆县,411723,396
正阳县,411724,396
确山县,411725,396
泌阳县,411726,396
汝南县,411727,396
遂平县,411728,396
新蔡县,411729,396
济源市,419001,1391
湖北省,420000,
武汉市,420100,27
武汉市市辖区,420101,27
江岸区,420102,27
江汉区,420103,27
硚口区,420104,27
汉阳区,420105,27
武昌区,420106,27
青山区,420107,27
洪山区,420111,27
东西湖区,420112,27
汉南区,420113,27
蔡甸区,420114,27
江夏区,420115,27
黄陂区,420116,27
新洲区,420117,27
黄石市,420200,714
黄石市市辖区,420201,714
黄石港区,420202,714
西塞山区,420203,714
下陆区,420204,714
铁山区,420205,714
阳新县,420222,714
大冶市,420281,714
十堰市,420300,719
十堰市市辖区,420301,719
茅箭区,420302,719
张湾区,420303,719
郧阳区,420304,719
郧西县,420322,719
竹山县,420323,719
竹溪县,420324,719
房县,420325,719
丹江口市,420381,719
宜昌市,420500,717
宜昌市市辖区,420501,717
西陵区,420502,717
伍家岗区,420503,717
点军区,420504,717
猇亭区,420505,717
夷陵区,420506,717
远安县,420525,717
兴山县,420526,717
秭归县,420527,717
长阳土家族自治县,420528,717
五峰土家族自治县,420529,717
宜都市,420581,717
当阳市,420582,717
枝江市,420583,717
襄阳市,420600,710
襄阳市市辖区,420601,710
襄城区,420602,710
樊城区,420606,710
襄州区,420607,710
南漳县,420624,710
谷城县,420625,710
保康县,420626,710
老河口市,420682,710
枣阳市,420683,710
宜城市,420684,710
鄂州市,420700,711
鄂州市市辖区,420701,711
梁子湖区,420702,711
华容区,420703,711
鄂城区,420704,711
荆门市,420800,724
荆门市市辖区,420801,724
东宝区,420802,724
掇刀区,420804,724
京山市,420882,724
沙洋县,420822,724
钟祥市,420881,724
孝感市,420900,712
孝感市市辖区,420901,712
孝南区,420902,712
孝昌县,420921,712
大悟县,420922,712
云梦县,420923,712
应城市,420981,712
安陆市,420982,712
汉川市,420984,712
荆州市,421000,716
荆州市市辖区,421001,716
沙市区,421002,716
荆州区,421003,716
公安县,421022,716
监利市,421023,716
江陵县,421024,716
石首市,421081,716
洪湖市,421083,716
松滋市,421087,716
黄冈市,421100,713
黄冈市市辖区,421101,713
黄州区,421102,713
团风县,421121,713
红安县,421122,713
罗田县,421123,713
英山县,421124,713
浠水县,421125,713
蕲春县,421126,713
黄梅县,421127,713
麻城市,421181,713
武穴市,421182,713
咸宁市,421200,715
咸宁市市辖区,421201,715
咸安区,421202,715
嘉鱼县,421221,715
通城县,421222,715
崇阳县,421223,715
通山县,421224,715
赤壁市,421281,715
随州市,421300,722
随州市市辖区,421301,722
曾都区,421303,722
随县,421321,722
广水市,421381,722
恩施土家族苗族自治州,422800,718
恩施市,422801,718
利川市,422802,718
建始县,422822,718
巴东县,422823,718
宣恩县,422825,718
咸丰县,422826,718
来凤县,422827,718
鹤峰县,422828,718
仙桃市,429004,728
潜江市,429005,2728
天门市,429006,1728
神农架林区,429021,1719
湖南省,430000,
长沙市,430100,731
长沙市市辖区,430101,731
芙蓉区,430102,731
天心区,430103,731
岳麓区,430104,731
开福区,430105,731
雨花区,430111,731
望城区,430112,731
长沙县,430121,731
浏阳市,430181,731
宁乡市,430182,731
株洲市,430200,733
株洲市市辖区,430201,733
荷塘区,430202,733
芦淞区,430203,733
石峰区,430204,733
天元区,430211,733
渌口区,430212,733
攸县,430223,733
茶陵县,430224,733
炎陵县,430225,733
醴陵市,430281,733
湘潭市,430300,732
湘潭市市辖区,430301,732
雨湖区,430302,732
岳塘区,430304,732
湘潭县,430321,732
湘乡市,430381,732
韶山市,430382,732
衡阳市,430400,734
衡阳市市辖区,430401,734
珠晖区,430405,734
雁峰区,430406,734
石鼓区,430407,734
蒸湘区,430408,734
南岳区,430412,734
衡阳县,430421,734
衡南县,430422,734
衡山县,430423,734
衡东县,430424,734
祁东县,430426,734
耒阳市,430481,734
常宁市,430482,734
邵阳市,430500,739
邵阳市市辖区,430501,739
双清区,430502,739
大祥区,430503,739
北塔区,430511,739
邵东市,430582,739
新邵县,430522,739
邵阳县,430523,739
隆回县,430524,739
洞口县,430525,739
绥宁县,430527,739
新宁县,430528,739
城步苗族自治县,430529,739
武冈市,430581,739
岳阳市,430600,730
岳阳市市辖区,430601,730
岳阳楼区,430602,730
云溪区,430603,730
君山区,430611,730
岳阳县,430621,730
华容县,430623,730
湘阴县,430624,730
平江县,430626,730
汨罗市,430681,730
临湘市,430682,730
常德市,430700,736
常德市市辖区,430701,736
武陵区,430702,736
鼎城区,430703,736
安乡县,430721,736
汉寿县,430722,736
澧县,430723,736
临澧县,430724,736
桃源县,430725,736
石门县,430726,736
津市市,430781,736
张家界市,430800,744
张家界市市辖区,430801,744
永定区,430802,744
武陵源区,430811,744
慈利县,430821,744
桑植县,430822,744
益阳市,430900,737
益阳市市辖区,430901,737
资阳区,430902,737
赫山区,430903,737
南县,430921,737
桃江县,430922,737
安化县,430923,737
沅江市,430981,737
郴州市,431000,735
郴州市市辖区,431001,735
北湖区,431002,735
苏仙区,431003,735
桂阳县,431021,735
宜章县,431022,735
永兴县,431023,735
嘉禾县,431024,735
临武县,431025,735
汝城县,431026,735
桂东县,431027,735
安仁县,431028,735
资兴市,431081,735
永州市,431100,746
永州市市辖区,431101,746
零陵区,431102,746
冷水滩区,431103,746
祁阳县,431121,746
东安县,431122,746
双牌县,431123,746
道县,431124,746
江永县,431125,746
宁远县,431126,746
蓝山县,431127,746
新田县,431128,746
江华瑶族自治县,431129,746
怀化市,431200,745
怀化市市辖区,431201,745
鹤城区,431202,745
中方县,431221,745
沅陵县,431222,745
辰溪县,431223,745
溆浦县,431224,745
会同县,431225,745
麻阳苗族自治县,431226,745
新晃侗族自治县,431227,745
芷江侗族自治县,431228,745
靖州苗族侗族自治县,431229,745
通道侗族自治县,431230,745
洪江市,431281,745
娄底市,431300,738
娄底市市辖区,431301,738
娄星区,431302,738
双峰县,431321,738
新化县,431322,738
冷水江市,431381,738
涟源市,431382,738
湘西土家族苗族自治州,433100,743
吉首市,433101,743
泸溪县,433122,743
凤凰县,433123,743
花垣县,433124,743
保靖县,433125,743
古丈县,433126,743
永顺县,433127,743
龙山县,433130,743
广东省,440000,
广州市,440100,20
广州市市辖区,440101,20
荔湾区,440103,20
越秀区,440104,20
海珠区,440105,20
天河区,440106,20
白云区,440111,20
黄埔区,440112,20
番禺区,440113,20
花都区,440114,20
南沙区,440115,20
从化区,440117,20
增城区,440118,20
韶关市,440200,751
韶关市市辖区,440201,751
武江区,440203,751
浈江区,440204,751
曲江区,440205,751
始兴县,440222,751
仁化县,440224,751
翁源县,440229,751
乳源瑶族自治县,440232,751
新丰县,440233,751
乐昌市,440281,751
南雄市,440282,751
深圳市,440300,755
深圳市市辖区,440301,755
罗湖区,440303,755
福田区,440304,755
南山区,440305,755
宝安区,440306,755
龙岗区,440307,755
盐田区,440308,755
龙华区,440309,755
坪山区,440310,755
光明区,440311,755
珠海市,440400,756
珠海市市辖区,440401,756
香洲区,440402,756
斗门区,440403,756
金湾区,440404,756
汕头市,440500,754
汕头市市辖区,440501,754
龙湖区,440507,754
金平区,440511,754
濠江区,440512,754
潮阳区,440513,754
潮南区,440514,754
澄海区,440515,754
南澳县,440523,754
佛山市,440600,757
佛山市市辖区,440601,757
禅城区,440604,757
南海区,440605,757
顺德区,440606,757
三水区,440607,757
高明区,440608,757
江门市,440700,750
江门市市辖区,440701,750
蓬江区,440703,750
江海区,440704,750
新会区,440705,750
台山市,440781,750
开平市,440783,750
鹤山市,440784,750
恩平市,440785,750
湛江市,440800,759
湛江市市辖区,440801,759
赤坎区,440802,759
霞山区,440803,759
坡头区,440804,759
麻章区,440811,759
遂溪县,440823,759
徐闻县,440825,759
廉江市,440881,759
雷州市,440882,759
吴川市,440883,759
茂名市,440900,668
茂名市市辖区,440901,668
茂南区,440902,668
电白区,440904,668
高州市,440981,668
化州市,440982,668
信宜市,440983,668
肇庆市,441200,758
肇庆市市辖区,441201,758
端州区,441202,758
鼎湖区,441203,758
高要区,441204,758
广宁县,441223,758
怀集县,441224,758
封开县,441225,758
德庆县,441226,758
四会市,441284,758
惠州市,441300,752
惠州市市辖区,441301,752
惠城区,441302,752
惠阳区,441303,752
博罗县,441322,752
惠东县,441323,752
龙门县,441324,752
梅州市,441400,753
梅州市市辖区,441401,753
梅江区,441402,753
梅县区,441403,753
大埔县,441422,753
丰顺县,441423,753
五华县,441424,753
平远县,441426,753
蕉岭县,441427,753
兴宁市,441481,753
汕尾市,441500,660
汕尾市市辖区,441501,660
城区,441502,660
海丰县,441521,660
陆河县,441523,660
陆丰市,441581,660
河源市,441600,762
河源市市辖区,441601,762
源城区,441602,762
紫金县,441621,762
龙川县,441622,762
连平县,441623,762
和平县,441624,762
东源县,441625,762
阳江市,441700,662
阳江市市辖区,441701,662
江城区,441702,662
阳东区,441704,662
阳西县,441721,662
阳春市,441781,662
清远市,441800,763
清远市市辖区,441801,763
清城区,441802,763
清新区,441803,763
佛冈县,441821,763
阳山县,441823,763
连山壮族瑶族自治县,441825,763
连南瑶族自治县,441826,763
英德市,441881,763
连州市,441882,763
东莞市,441900,769
中山市,442000,760
东沙群岛,442101,
潮州市,445100,768
潮州市市辖区,445101,768
湘桥区,445102,768
潮安区,445103,768
饶平县,445122,768
揭阳市,445200,663
揭阳市市辖区,445201,663
榕城区,445202,663
揭东区,445203,663
揭西县,445222,663
惠来县,445224,663
普宁市,445281,663
云浮市,445300,766
云浮市市辖区,445301,766
云城区,445302,766
云安区,445303,766
新兴县,445321,766
郁南县,445322,766
罗定市,445381,766
广西壮族自治区,450000,
南宁市,450100,771
南宁市市辖区,450101,771
兴宁区,450102,771
青秀区,450103,771
江南区,450105,771
西乡塘区,450107,771
良庆区,450108,771
邕宁区,450109,771
武鸣区,450110,771
隆安县,450123,771
马山县,450124,771
上林县,450125,771
宾阳县,450126,771
横县,450127,771
柳州市,450200,772
柳州市市辖区,450201,772
城中区,450202,772
鱼峰区,450203,772
柳南区,450204,772
柳北区,450205,772
柳江区,450206,772
柳城县,450222,772
鹿寨县,450223,772
融安县,450224,772
融水苗族自治县,450225,772
三江侗族自治县,450226,772
桂林市,450300,773
桂林市市辖区,450301,773
秀峰区,450302,773
叠彩区,450303,773
象山区,450304,773
七星区,450305,773
雁山区,450311,773
临桂区,450312,773
阳朔县,450321,773
灵川县,450323,773
全州县,450324,773
兴安县,450325,773
永福县,450326,773
灌阳县,450327,773
龙胜各族自治县,450328,773
资源县,450329,773
平乐县,450330,773
荔浦市,450381,773
恭城瑶族自治县,450332,773
梧州市,450400,774
梧州市市辖区,450401,774
万秀区,450403,774
长洲区,450405,774
龙圩区,450406,774
苍梧县,450421,774
藤县,450422,774
蒙山县,450423,774
岑溪市,450481,774
北海市,450500,779
北海市市辖区,450501,779
海城区,450502,779
银海区,450503,779
铁山港区,450512,779
合浦县,450521,779
防城港市,450600,770
防城港市市辖区,450601,770
港口区,450602,770
防城区,450603,770
上思县,450621,770
东兴市,450681,770
钦州市,450700,777
钦州市市辖区,450701,777
钦南区,450702,777
钦北区,450703,777
灵山县,450721,777
浦北县,450722,777
贵港市,450800,1755
贵港市市辖区,450801,1755
港北区,450802,1755
港南区,450803,1755
覃塘区,450804,1755
平南县,450821,1755
桂平市,450881,1755
玉林市,450900,775
玉林市市辖区,450901,775
玉州区,450902,775
福绵区,450903,775
容县,450921,775
陆川县,450922,775
博白县,450923,775
兴业县,450924,775
北流市,450981,775
百色市,451000,776
百色市市辖区,451001,776
右江区,451002,776
田阳区,451003,776
田东县,451022,776
平果市,451082,776
德保县,451024,776
那坡县,451026,776
凌云县,451027,776
乐业县,451028,776
